chrom	w_start	w_end	symbol
chr20	31790564	32808116	PXMP4
chr14	23027773	24064823	ACIN1
chr12	30933518	31979084	SINHCAF
chr5	0	757197	SDHA
chr7	101620423	102658224	RASA4B
chr14	89122521	90585509	FOXN3
chr9	129122918	130148157	ZBTB34
chr19	11498597	12525371	ZNF69
chr17	20530277	21594733	DHRS7B
chr5	89311443	90325401	LYSMD3
chr5	14081901	15116289	OTULINL
chr3	51944676	52957657	PHF7
chr17	79536214	80556112	FASN
chr16	30771296	31844198	ITGAM
chr3	160439099	161471320	NMD3
chr1	32330234	33360042	BSDC1
chr11	5840176	6841731	CAVIN3
chr6	133773312	134811570	TBPL1
chr4	128386561	129461108	ABHD18
chr2	179466405	180629559	SESTD1
chr1	160299950	161332677	CD244
chr1	113054309	114115724	LRIG2-DT
chr19	19778023	20811297	ZNF486
chr22	41421803	42440610	POLR3H
chr7	133627102	134643991	AKR1B1
chr15	63957724	65148372	CSNK1G1
chr10	71462591	72493185	PPA1
chr14	24130474	25135774	IRF9
chr14	39117018	40139537	TRAPPC6B
chr2	192042862	193051669	NABP1
chr16	24578208	25580276	LINC02175
chr19	17804028	18807758	MPV17L2
chr2	112842024	113846617	CHCHD5
chr14	54476624	55506010	CGRRF1
chr11	125673955	126719900	DCPS
chr9	35714438	36776975	GNE
chr14	99650635	100693638	CYP46A1
chr3	183460089	184467313	ALG3
chr19	18540010	19552026	HOMER3
chr16	28462258	29478413	NFATC2IP
chr18	71759010	72765071	ZNF407-AS1
chr12	55901288	56932219	IKZF4
chr19	55588140	56592214	ZNF579
chr1	201616141	202630716	PTPN7
chr4	57345062	58397324	POLR2B
chr5	107583598	109032542	FER
chr12	132129002	133137013	NOC4L
chr1	116435487	117461244	ATP1A1-AS1
chr5	147706174	148708186	ADRB2
chr2	218628852	219634860	AAMP
chr10	102613922	103817070	BTRC
chr10	124250322	125268311	IKZF5
chr3	31202317	32522754	OSBPL10
chr18	8834771	9902418	TWSG1
chr7	100959287	102427250	CUX1
chr6	141968400	143045822	VTA1
chr15	44815393	45869383	SORD
chr22	19567764	20599395	DGCR8
chr5	93539395	95120798	MCTP1
chr16	69275774	70288829	NOB1
chr13	39084002	40112226	PROSER1
chr1	1481850	2616834	PRKCZ
chr4	139914128	140977373	SETD7
chr9	86082998	87095530	HNRNPK
chr5	125436639	126462944	PHAX
chr4	71070456	72174336	RUFY3
chr9	123117929	124157174	PHF19
chr4	155763810	156798117	MAP9
chr6	90723298	91796791	MAP3K7
chr1	42396000	43421693	ZMYND12
chr15	40123653	41133140	CCDC9B
chr16	88281746	89351628	PIEZO1
chr10	103653867	104662286	NFKB2
chr4	184808883	185895704	IRF2
chr19	18931638	19969563	MAU2
chr3	122804360	123849668	MYLK-AS1
chr8	27703107	28743977	ZNF395
chr19	57611253	58624090	ZNF530
chr5	9853807	10940500	MARCHF6
chr5	171910774	172962448	ATP6V0E1
chr11	73382334	74465748	PPME1
chr17	6755481	7758263	KCTD11
chr20	39530723	40747016	CHD6
chr2	65037985	66159733	SPRED2
chr5	73435848	74517113	HEXB
chr2	239469864	240823343	HDAC4
chr6	37636227	39107705	BTBD9
chr12	82252308	83373018	METTL25
chr9	87661454	88856944	AGTPBP1
chr18	2566805	3719966	MYOM1
chr7	32407784	33431372	KBTBD2
chr1	9211789	10289172	PIK3CD
chr3	179819951	180836117	TTC14
chr11	74160311	75190078	SPCS2
chr7	150278172	151280580	TMUB1
chr1	40005912	41038320	CAP1
chr17	12394929	13421344	ELAC2
chr1	201298285	202353419	IPO9
chr19	3860367	4900544	SH3GL1
chr16	88441266	89543615	CBFA2T3
chr19	51807695	52891204	ZNF577
chr22	38630739	39652003	SUN2
chr20	36601486	37707501	RALGAPB
chr2	46887221	47904075	CALM2
chr17	36504113	37509974	RPL23
chr2	27093483	28100402	SNX17
chr6	31437592	32439915	DXO
chr12	123245523	124256787	CDK2AP1
chr7	99777130	100791873	GIGYF1
chr2	155055207	156214866	KCNJ3
chr10	37883265	38939221	ZNF37A
chr22	41569937	42584871	SNU13
chr1	184626192	185760913	SWT1
chr5	177638513	178657660	ZNF354A
chr7	37799689	38805279	TRGC1
chr1	247187979	248199742	OR2C3
chr20	61830000	62839328	ARFRP1
chr12	48041572	49051298	ASB8
chr19	32866831	33962864	CEP89
chr1	223801813	224849749	FBXO28
chr14	68754372	69762960	ZFP36L1
chr3	151461421	152683569	MBNL1
chr1	166325747	167345501	TADA1
chr14	90222897	91241773	PSMC1
chr20	314358	1326920	FAM110A
chr20	61875023	62962617	ZBTB46
chr5	14204909	15371887	ANKH
chr8	95438200	96461606	TP53INP1
chr12	132908942	133964204	CHFR
chr5	131887705	132942141	HSPA4
chr7	75177424	76196826	MDH2
chr20	3629475	4668374	SMOX
chr17	37778224	38793170	MSL1
chr7	28686207	30053944	CHN2
chr3	196162277	197169399	NCBP2
chr1	42142219	43301551	FOXJ3
chr1	200933406	201938316	PHLDA3
chr1	156590983	157608187	ETV3
chr12	56235381	57253891	STAT2
chr17	36327956	37331210	EPOP
chr16	3208038	4267525	TRAP1
chr19	12417398	13424454	RNASEH2A
chr19	18294490	19393143	CRTC1
chr17	46470149	47473233	ATP5MC1
chr20	60377952	61383918	ADRM1
chr17	1996948	3088909	PAFAH1B1
chr9	96428540	97463187	MIRLET7A1HG
chr15	38246328	39279911	FAM98B
chr3	52758728	53790038	TKT
chr15	33658428	34831405	AVEN
chr11	84839617	85847584	TMEM126B
chr3	97366323	98375458	OR5H14
chr6	109265265	110287171	MICAL1
chr10	90839252	91904999	PANK1
chr12	48958459	49963762	RHEBL1
chr19	37897848	39199009	SIPA1L3
chr19	7293843	8296996	CLEC4G
chr2	74088282	75118993	DCTN1
chr12	42205888	43219896	ZCRB1
chr14	58265273	59340594	ARID4A
chr3	37888276	38968677	XYLB
chr5	138440924	139508019	UBE2D2
chr12	71733539	72818093	TBC1D15
chr4	112566610	113616412	FAM241A
chr2	63316097	64334331	MDH1
chr17	4362521	5371112	SPAG7
chr1	36421319	37429985	MRPS15
chr16	14631714	15649931	NTAN1
chr3	51527538	52529911	RPL29
chr6	99468925	100481061	TSTD3
chr15	40231956	41260435	BAHD1
chr7	134368591	135396278	WDR91
chr4	148499915	149865850	NR3C2
chr1	149793917	150825709	PRPF3
chr20	1942288	2951435	SNRPB
chr9	94559640	95587632	NOL8
chr5	94455791	95457846	GPR150
chr12	94460898	95544333	TMCC3
chr16	4621844	5637380	ALG1
chr1	202495619	203547864	PPFIA4
chr16	4174827	5240973	MGRN1
chr8	144180001	145185394	TIGD5
chr1	166444819	167491451	MAEL
chr3	13686647	14720101	XPC
chr10	88498424	89602315	NUTM2A-AS1
chr14	100257453	101272781	SLC25A29
chr2	218761074	219770664	CTDSP1
chr11	72475551	73509670	P2RY6
chr6	159648149	160677351	WTAP
chr17	4685579	5789660	RABEP1
chr12	9769376	10782798	CLEC7A
chr11	46760853	47770365	ACP2
chr11	247464	1265012	TALDO1
chr19	3945003	4957791	UBXN6
chr17	57436840	58470304	TUBD1
chr17	73341780	74352517	WBP2
chr13	41263970	42268705	KBTBD7
chr20	48911431	49993714	BCAS4
chr16	56686378	57720028	PSME3IP1
chr7	148004475	149081383	EZH2
chr4	177731028	178784090	NEIL3
chr9	14111069	15193430	ZDHHC21
chr16	1162361	2227909	CRAMP1
chr7	54933030	56001430	LANCL2
chr4	159190178	160329202	FNIP2
chr2	26487152	27504099	SLC35F6
chr19	52432401	53455516	ZNF534
chr12	104350726	105655792	CHST11
chr11	62948922	64027363	RTN3
chr7	148323500	149380134	ZNF398
chr6	32757374	33758711	PFDN6
chr1	8794833	9831396	H6PD
chr9	100159137	101184782	TRMO
chr1	39457308	40495541	BMP8A
chr11	64448844	65479477	CAPN1
chr20	24486873	25538775	ACSS1
chr2	99516940	100606479	REV1
chr5	99642637	100738986	ST8SIA4
chr7	139896508	140906443	NDUFB2
chr16	68651913	69666491	CHTF8
chr1	43416660	44419602	HYI
chr7	93051047	94057922	GNG11
chr5	43102777	44207498	NNT
chr17	73437588	74475247	ACOX1
chr5	93454374	94533326	SLF1
chr4	6542576	7544728	CCDC96
chr11	75656062	76764075	EMSY
chr10	120289226	121293242	NANOS1
chr7	98695890	99708668	TMEM225B
chr17	56687218	57732547	SKA2
chr1	6345514	8329766	CAMTA1
chr10	57616988	58621034	ZWINT
chr17	78713111	79715110	NDUFAF8
chr1	23790837	24806817	SRSF10
chr6	52429796	53465671	FBXO9
chr2	6557543	7716498	RNF144A
chr7	65341031	66365395	LINC00174
chr2	170050979	171058218	PHOSPHO2
chr7	75431990	76433609	HSPB1
chr22	40306293	41532723	MRTFA
chr3	99036706	100400576	CMSS1
chr2	178796141	179815902	PRKRA
chr19	31760	1042087	CDC34
chr6	13121730	14212067	RANBP9
chr7	75008352	76018244	RHBDD2
chr15	77941704	78964287	IDH3A
chr22	45204841	46237836	FAM118A
chr9	125080376	126090867	PDCL
chr19	1405398	2426012	SCAMP4
chr14	54441203	55455698	GMFB
chr16	21345903	22369077	NPIPB4
chr11	65536110	66544963	RAB1B
chr1	111159785	112182715	DRAM2
chr6	32717313	33722667	HCG25
chr10	104706543	105712127	CALHM2
chr6	89574335	90621992	RRAGD
chr20	41586536	42592883	SRSF6
chr5	114448907	115461733	TMED7
chr15	75733277	76804765	NRG4
chr10	112128648	113130662	PDCD4-AS1
chr17	1740795	2784348	SGSM2
chr15	88510939	89524007	MRPS11
chr1	112509163	113572787	WNT2B
chr14	20254386	21274110	TTC5
chr4	74106286	75109433	CXCL8
chr15	89131687	90245586	ABHD2
chr13	73760226	75380182	KLF12
chr15	63296792	64386832	USP3
chr4	38369427	39447360	FAM114A1
chr6	27609661	28627238	ZKSCAN8
chr17	16445771	17595957	MPRIP
chr2	118072267	119089953	DDX18
chr19	981427	1990349	PCSK4
chr10	71061662	72218900	COL13A1
chr13	42346288	43397397	AKAP11
chr7	4846442	5963465	TNRC18
chr4	2432294	3436552	MFSD10
chr15	72478548	73530814	BBS4
chr3	50149308	51186722	MAPKAPK3
chr8	32842700	33858780	MAK16
chr10	43551792	44570064	ZNF239
chr2	151626984	152646182	NMI
chr16	30259746	31272497	PHKG2
chr12	53558954	54570114	ATP5MC2
chr6	31583041	32596023	ATF6B
chr11	116214118	117469144	SIK3
chr14	34401994	35431446	SPTSSA
chr5	69831174	70863503	GTF2H2
chr17	1053923	2088161	PRPF8
chr6	7573593	8602781	EEF1E1
chr22	17621350	18713621	BCL2L13
chr3	28822562	30551886	RBMS3
chr5	180163897	181170906	RACK1
chr20	39157462	40253127	TOP1
chr20	48197661	49232494	UBE2V1
chr3	48633365	49642190	QARS1
chr2	42754992	43766682	LINC01819
chr3	130681056	131721815	MRPL3
chr1	10572711	11585549	TARDBP
chr19	938395	1940494	RPS15
chr20	48099517	49105423	SNAI1
chr2	105474169	106554986	FHL2
chr9	35181990	36190053	TPM2
chr17	33291273	34364697	SLFN12L
chr15	30192765	31206463	GOLGA8R
chr13	77066216	78079252	CLN5
chr12	112063364	113091408	TRAFD1
chr16	334974	1338381	RPUSD1
chr1	154455820	155465587	FLAD1
chr1	154523792	155535251	ADAM15
chr10	87695013	88781549	WAPL
chr17	34390814	35395152	PIGW
chr12	63673689	64703342	RXYLT1
chr3	48561758	49566831	IMPDH2
chr15	67335041	68599452	MAP2K5
chr9	32666946	33679981	B4GALT1-AS1
chr10	43601886	44613352	ZNF485
chr12	6103268	7141121	NCAPD2
chr11	62059602	63072912	NXF1
chr16	49599881	50641183	HEATR3
chr7	54319946	55326904	SEC61G
chr6	104675969	105807794	HACE1
chr9	34113543	35120492	DCTN3
chr7	91241467	92264117	CYP51A1
chr15	98003933	99017063	ARRDC4
chr10	80642081	81705380	ZCCHC24
chr19	22904401	23933196	ZNF724
chr13	76954310	77960540	KCTD12
chr11	118539043	119554725	NLRX1
chr5	178882067	179998759	RNF130
chr19	52272840	53299299	ZNF766
chr7	122821997	123889057	WASL
chr12	3857933	4885350	CCND2-AS1
chr16	30344947	31405398	BCL7C
chr5	363850	1392916	BRD9
chr15	74636071	75665706	SCAMP2
chr1	16388818	17440059	NBPF1
chr21	40046695	41055440	PSMG1
chr1	395964	1401099	KLHL17
chr5	149588002	150638579	DCTN4
chr15	76833745	77863451	TSPAN3
chr2	28474470	29525806	PPP1CB
chr16	88375747	89378336	APRT
chr13	42114206	43330720	DGKH
chr1	165193528	166238159	TMCO1
chr19	57731119	58738992	ZNF671
chr1	151263225	152266878	TDRKH-AS1
chr9	96988981	98349441	AOPEP
chr7	99709785	100713000	MOSPD3
chr8	145191720	146199585	KIFC2
chr2	74199959	75210125	CCDC142
chr6	151185250	152212694	ZBTB2
chr19	45818668	46866405	SYMPK
chr15	51907297	52983589	GNB5
chr17	79515382	80523680	DUS1L
chr16	30650247	31661387	PRSS36
chr5	149377341	150437773	NDST1
chr11	71896114	72963453	ARAP1
chr11	113762165	114771233	C11orf71
chr11	133748398	134782136	B3GAT1
chr19	45004722	46041450	RELB
chr2	201652994	202722068	FLACC1
chr15	98691768	100007759	IGF1R
chr19	48641203	49649444	CA11
chr19	55238006	56240131	TMEM86B
chr19	17330289	18345322	MAP1S
chr12	14594949	15614535	ARHGDIB
chr11	133594565	134617682	VPS26B
chr19	37069124	38121270	ZNF420
chr7	114219012	115266368	LINC01393
chr15	83296505	84376575	HDGFL3
chr19	54976652	56012506	NLRP2
chr3	57111181	58178804	DENND6A
chr5	131392669	132482041	RAD50
chr16	68377434	69619085	TANGO6
chr12	14975442	16251265	PTPRO
chr12	15273068	16442322	EPS8
chr17	73761429	74767379	UBALD2
chr14	89922271	91011108	TDP1
chr6	142880350	144165020	AIG1
chr19	48258932	49261451	CARD8-AS1
chr12	108989846	109991770	USP30-AS1
chr11	5916354	6940683	APBB1
chr14	59155385	60338123	DAAM1
chr2	135124203	136176176	CCNT2-AS1
chr17	76487798	77505846	CANT1
chr15	55619115	56785810	NEDD4
chr10	12980481	14071014	BEND7
chr5	132950372	133983901	TCF7
chr22	38674513	39690148	DNAL4
chr4	2965033	4003209	DOK7
chr10	5226801	6305703	TASOR2
chr1	71028974	72046718	ZRANB2
chr1	86828128	87880260	SELENOF
chr5	95771784	96873217	LNPEP
chr6	34357032	35559183	ANKS1A
chr7	75526839	76571386	ZP3
chr1	150268684	151280736	CTSK
chr3	36526534	37534622	EPM2AIP1
chr6	71066382	72166763	B3GAT2
chr14	55238139	56320329	FBXO34
chr1	38992022	40000287	NDUFS5
chr6	35664521	36700567	BRPF3
chr3	9351411	10378049	TTLL3
chr16	913206	1964705	UNKL
chr10	71663901	72688374	EIF4EBP2
chr2	72961436	73980133	CCT7
chr12	75930365	76978465	NAP1L1
chr4	38955744	39960542	RPL9
chr1	32902050	33930410	RNF19B
chr16	21108529	22168792	METTL9
chr1	66965033	68019831	SLC35D1
chr2	39644774	40982349	SLC8A1-AS1
chr5	139571040	140578890	HARS2
chr19	43588519	44600286	IRGQ
chr1	25658397	26685948	AUNIP
chr15	56710288	58083508	TCF12
chr1	517203	1551469	C1orf159
chr7	149913701	150921372	GIMAP1
chr4	24878885	25920120	ANAPC4
chr19	10213131	11255233	SLC44A2
chr8	144489321	145550913	PLEC
chr11	119581740	120601043	OAF
chr17	6806294	7807416	TMEM256
chr8	143308641	144318345	THEM6
chr8	130564350	131955920	ASAP1
chr18	18820753	19950914	MIB1
chr1	185904293	186939423	PDC-AS1
chr22	36906900	37916224	TST
chr8	25649024	26730196	PPP2R2A
chr17	747569	1803516	YWHAE
chr11	63206474	64224791	NAA40
chr4	100369245	101371432	H2AZ1
chr11	8468749	9486494	TMEM9B
chr1	180557836	181562036	IER5
chr16	8215555	9243511	METTL22
chr1	26925300	27981616	SLC9A1
chr2	230128553	231287902	TRIP12
chr16	0	607669	SNRNP25
chr5	95711643	96755420	ERAP2
chr2	157771131	158800601	CYTIP
chr3	49825163	50829860	IFRD2
chr3	14795691	15806005	SH3BP5-AS1
chr15	44457930	45503588	PATL2
chr14	64471488	65500411	ZBTB1
chr1	24571938	25670812	CLIC4
chr19	7395104	8429862	EVI5L
chr16	57269682	58291156	KATNB1
chr3	57791972	58805920	RPP14
chr2	242115162	243126230	DTYMK
chr14	67327045	68353233	EIF2S1
chr10	42778243	43830385	BMS1
chr18	71418081	72459198	CYB5A
chr1	28495296	29545865	GMEB1
chr12	53189326	54193234	PFDN5
chr16	0	635845	MPG
chr1	35773237	36823491	AGO4
chr11	63266030	64433585	MACROD1
chr6	157902895	159020208	SYNJ2
chr1	109526527	110535426	ATXN7L2
chr12	6747150	7761810	C1RL
chr2	219536619	220542878	CNPPD1
chr22	18457981	19518755	DGCR5
chr13	72782505	73801767	MZT1
chr2	178816105	179826829	PJVK
chr1	43329072	44333682	ELOVL1
chr22	38186697	39214089	CSNK1E
chr11	124123022	125132186	ESAM
chr10	100870279	101880196	SLC25A28
chr16	86063792	87088841	MTHFSD
chr22	19801761	20807583	DGCR6L
chr13	108359790	109370697	LIG4
chr4	152741696	153957244	FBXW7
chr11	62123581	63156332	SLC3A2
chr5	138993694	140005204	PURA
chr19	741750	1744824	ATP5F1D
chr1	54135324	55165703	CYB5RL
chr19	41970734	42998382	ATP1A3
chr19	15062435	16075355	RASAL3
chr17	48742897	49749105	NME2
chr8	74403627	75441314	LY96
chr20	1582473	2629201	STK35
chr12	95752730	96759918	SNRPF
chr7	154295143	155297413	PAXIP1-DT
chr3	47392185	48630338	MAP4
chr7	45451844	46460871	IGFBP3
chr7	98423521	99463885	ARPC1A
chr2	27087219	28093205	EIF2B4
chr6	4494951	5504271	RPP40
chr7	25741063	26753227	CBX3
chr7	139652833	140679369	MKRN1
chr5	64420854	65426755	SHLD3
chr3	132792530	133809118	CDV3
chr6	24275165	25286327	GMNN
chr13	49570089	50603128	PHF11
chr2	39164557	40328484	MAP4K3-DT
chr15	68570874	69613234	ANP32A
chr17	40485414	41495777	PSME3
chr20	17050720	18090564	DSTN
chr12	133109245	134113808	ZNF84-DT
chr16	24611885	25622876	LCMT1-AS1
chr17	33636488	34674246	TAF15
chr1	182042769	183058391	RNASEL
chr19	44117552	45138975	ZNF225
chr7	10471570	11479780	NDUFA4
chr1	88945139	89958312	RBMXL1
chr3	56154160	57217293	TASOR
chr12	50873190	51922669	SLC11A2
chr17	45400638	46408907	MRPL10
chr7	149711960	150718161	GIMAP7
chr1	28405050	29409495	SNHG12
chr1	222341355	223385833	AIDA
chr1	232963470	234020894	MAP3K21
chr14	73818534	74852429	PTGR2
chr6	15799343	17261691	ATXN1
chr14	99135624	100238534	BCL11B
chr16	30866497	31894320	ITGAX
chr1	35399093	36523004	KIAA0319L
chr17	79170397	80174547	MRPL12
chr1	11479648	12486484	KIAA2013
chr1	93146273	94244287	CCDC18
chr1	23671567	24694780	FUCA1
chr1	174468571	175481163	CACYBP
chr1	19508733	20626409	TMCO4
chr4	55444648	56491762	KDR
chr14	24600160	25603396	GZMB
chr6	29812933	30814634	RPP21
chr3	158287108	160115148	IQCJ-SCHIP1
chr2	74185565	75188008	WBP1
chr13	106694021	107720485	ARGLU1
chr4	40861624	42202061	LIMCH1
chr1	227415869	228468927	SNAP47
chr17	37675357	38710661	MED24
chr10	534374	1565872	GTPBP4
chr11	123094622	124112368	ZNF202
chr22	22510796	23511278	IGLV3-27
chr13	113451554	114477987	LAMP1
chr17	72762309	73767373	MIF4GD
chr16	1755455	2759454	MLST8
chr10	43641390	44643467	ZNF32-AS2
chr2	171284987	172323640	GORASP2
chr13	46200058	47256312	LCP1
chr2	95568456	96582364	FAHD2A
chr1	160010888	161049286	CD84
chr5	132791201	133804316	C5orf15
chr22	20811380	21818968	LINC01637
chr12	3224494	4362275	CRACR2A
chr1	45309555	46456835	TESK2
chr1	150202664	151238254	CTSS
chr6	33885231	34893846	RPS10
chr1	111516606	112521134	C1orf162
chr1	44618919	45640153	TMEM53
chr9	34588685	35596588	PIGO
chr17	45271429	46289429	TBKBP1
chr19	47335432	48350586	C5AR2
chr4	57176026	58188035	SPINK2
chr5	108525628	109705326	MAN2A1
chr1	1182671	2211470	NADK
chr10	79508382	80512402	LINC00856
chr11	65860656	66873490	CCS
chr14	70608633	71642083	TTC9
chr16	67892230	68982411	SMPD3
chr4	83345756	84434094	LIN54
chr10	59594766	60630508	UBE2D1
chr1	230974039	231990769	SPRTN
chr8	143951046	144966391	RHPN1
chr11	46769851	47790584	NR1H3
chr20	12870041	14119579	TASP1
chr16	21808730	22846417	POLR3E
chr11	1966238	3370340	KCNQ1
chr22	38910262	39916357	APOBEC3C
chr19	58290321	59314157	ZNF8
chr5	0	981007	SLC9A3-AS1
chr7	98643923	99649737	FAM200A
chr7	27278992	28369386	TAX1BP1
chr3	39851198	40853915	EIF1B
chr5	179774611	180788276	ZFP62
chr14	93148544	94151242	MOAP1
chr17	29834402	30880506	LRRC37B
chr20	17449661	18471765	MGME1
chr6	27709475	28726989	ZKSCAN4
chr19	35749077	36762068	PROSER3
chr7	101777472	102783238	UPK3BL1
chr16	1488230	2493200	MSRB1
chr19	14176890	15182878	NDUFB7
chr4	128690397	129708968	PGRMC2
chr10	26227270	27356732	APBB1IP
chr17	76467337	77476005	LGALS3BP
chr7	131308099	132833447	PLXNA4
chr12	56557133	57582068	PTGES3
chr9	116850049	117861159	ATP6V1G1
chr14	58166867	59202354	ACTR10
chr3	113166748	114182220	ZDHHC23
chr19	35129728	36134013	FXYD1
chr3	17886869	18987084	SATB1
chr3	140957140	141966402	RNF7
chr6	2618610	3653812	BPHL
chr22	50425288	51429077	MIOX
chr1	160465001	161490942	F11R
chr10	26793045	27889423	ANKRD26
chr11	64622222	65625084	TIGD3
chr2	152691688	154006340	FMNL2
chr3	183517029	184526838	PSMD2
chr6	25902503	26915436	BTN3A1
chr11	111457597	112466518	SDHD
chr6	12805183	13828769	TBC1D7
chr5	51583750	52599878	PELO
chr17	42427316	43476813	EFTUD2
chr1	42812284	43818148	ZNF691
chr19	37542276	38605080	ZNF540
chr19	13445330	14453732	MIR23AHG
chr16	29603635	30607534	YPEL3
chr15	76007694	77103810	ETFA
chr1	11540501	12573565	MFN2
chr16	84561401	85627836	KIAA0513
chr22	26065428	27279562	SEZ6L
chr6	132565009	133584594	VNN2
chr11	62057443	63059478	TMEM223
chr18	9046792	10114557	PPP4R1
chr1	75690394	76729364	ACADM
chr6	25940732	26953643	BTN3A3
chr19	13406257	14443068	ZSWIM4
chr6	34163931	35165248	ILRUN-AS1
chr17	2180052	3441035	RAP1GAP2
chr20	13265674	14302226	NDUFAF5
chr11	73665886	74678594	KCNE3
chr2	102472256	103515236	IL18R1
chr1	3195123	4213062	LRRC47
chr14	55542875	56546810	KTN1-AS1
chr9	102689425	103714016	MSANTD3
chr19	3380683	4428080	ATCAY
chr4	76579890	77634977	SCARB2
chr12	48582241	49610490	CCNT1
chr1	47299462	48344511	CMPK1
chr19	5414265	6416222	CAPS
chr17	11380756	12400792	ZNF18
chr11	42833546	43866079	API5
chr14	69017598	70119914	DCAF5
chr3	51609242	52688439	POC1A
chr2	28617533	29671085	WDR43
chr3	121544095	122560816	CSTA
chr2	233231161	234243410	SNORC
chr14	92024896	93072926	ATXN3
chr17	30271528	31310337	PSMD11
chr5	13643451	15010313	TRIO
chr16	29317445	30322485	MAZ
chr15	78056487	79074533	DNAJA4
chr2	157675143	158684224	ERMN
chr1	205738882	206788197	RHEX
chr15	32510205	33537307	GREM1
chr5	176284925	177299597	RGS14
chr17	77888967	78911886	ENDOV
chr19	47781960	48787939	SELENOW
chr8	70522017	71816452	NCOA2
chr11	16798286	17853758	NUCB2
chr17	40352293	41397058	EZH1
chr19	57917142	58927960	ZNF417
chr16	27890902	28915206	EIF3CL
chr22	46658547	48071342	TBC1D22A
chr21	29744513	30757689	N6AMT1
chr19	0	1005343	MADCAM1
chr11	111597151	112604696	PTS
chr17	62505407	63552858	GNA13
chr19	51413274	52420896	SIGLEC10
chr12	96801035	97847558	NEDD1
chr20	61718958	62758454	GMEB2
chr1	62160521	63178000	L1TD1
chr18	39035199	40167794	PIK3C3
chr22	19333669	20342397	RTL10
chr2	72955134	73960412	PRADC1
chr2	96014680	97157572	ANKRD36C
chr15	90273207	91308991	CIB1
chr7	16185806	17246142	BZW2
chr8	29420519	30440724	SARAF
chr6	33164541	34179477	UQCC2
chr3	51779775	52784615	PPM1M
chr14	50385239	51499287	MAP4K5
chr3	38683346	39696132	CSRNP1
chr17	27452956	28757246	SSH2
chr16	66763292	67781384	FHOD1
chr19	10154580	11164094	ATG4D
chr2	238036230	239190286	LRRFIP1
chr20	1109798	2138425	SIRPG
chr16	87949367	89007161	ZNF469
chr15	55879478	57037280	RFX7
chr7	91597694	92607260	ERVW-1
chr6	6088953	7155215	LY86
chr17	4515230	5517677	ZNF232-AS1
chr19	41437223	42445817	DMAC2
chr12	57648886	58654194	MARCHF9
chr16	2596562	3610727	MMP25
chr11	65778106	66801069	BBS1
chr2	238729159	239809541	TRAF3IP1
chr16	84233606	85313528	USP10
chr20	33520827	34522449	GDF5-AS1
chr20	49503500	50679378	NFATC2
chr18	46503613	47513604	C18orf32
chr6	106577453	107616292	QRSL1
chr6	35204809	36216856	ARMC12
chr19	4338353	5367679	PLIN3
chr2	219863613	220871711	GMPPA
chr18	45946223	46977335	SMAD7
chr11	76470	1112222	PHRF1
chr22	21773798	22807220	PPM1F
chr7	1106968	2109668	PSMG3
chr8	26954434	27972217	CLU
chr3	37995381	39034633	ACVR2B
chr10	93058183	94125232	TNKS2
